,weight
AAPL,0.0
MSFT,0.0
GOOGL,0.09054141509304414
AMZN,0.0
META,0.0
TSLA,0.0
NVDA,0.043585388757345855
NFLX,0.0
JPM,0.00926244338201021
BAC,0.005976088958728444
WFC,0.0
GS,0.0
MS,2.0651001265858582e-19
C,2.9262642101094594e-19
JNJ,0.25
PFE,0.0
UNH,0.0
ABBV,0.06347808755160815
MRK,0.08669930812403949
CVS,0.06573490843945973
WMT,0.19834015416378273
PG,0.0
KO,0.0
PEP,0.0
MCD,0.0
HD,0.0
XOM,0.14948448941905132
CVX,0.0
COP,0.0
SLB,0.0
BA,0.0
CAT,0.0
GE,0.03689771611092999
MMM,0.0
