symbol,cluster
AAPL,4
MSFT,4
GOOGL,3
AMZN,4
META,2
TSLA,2
NVDA,2
NFLX,2
JPM,4
BAC,0
WFC,0
GS,3
MS,0
C,0
JNJ,3
PFE,3
UNH,1
ABBV,1
MRK,3
CVS,1
WMT,1
PG,1
KO,1
PEP,1
MCD,1
HD,1
XOM,3
CVX,1
COP,0
SLB,0
BA,0
CAT,3
GE,0
MMM,1
