cluster_id,n_stocks,mean_return,mean_volatility,mean_sharpe,mean_drawdown,stocks
0,8,0.14845030525836314,0.33484721349155877,0.4466423731019795,-0.7177510436191032,"BAC, WFC, MS, C, COP, SLB, BA, GE"
1,11,0.14189466829854444,0.21918967082108018,0.6543803670919724,-0.43840225921272097,"UNH, ABBV, CVS, WMT, PG, KO, PEP, MCD, HD, CVX, MMM"
2,4,0.4104773095291461,0.4701326582113031,0.8625489415170955,-0.746734573203335,"META, TSLA, NVDA, NFLX"
3,7,0.15411466802532856,0.24453174339858919,0.6268045197047282,-0.47553873936688185,"GOOGL, GS, JNJ, PFE, MRK, XOM, CAT"
4,4,0.23381611977909164,0.2855614705239493,0.818315547665005,-0.45179360317602413,"AAPL, MSFT, AMZN, JPM"
