Strategy,Total Return,Annual Return,Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio
mean_variance,0.8824299427220472,0.12474466130232065,0.12917381134160139,0.8201552316434481,1.0898734009816846,-0.17872667450130103,0.697963309899847
risk_parity,1.7304101681976882,0.2052271333159832,0.1664251401786737,1.0851635649397318,1.4069709995078503,-0.24058324659943492,0.8530400026469059
min_variance,0.8824299427220472,0.12474466130232065,0.12917381134160139,0.8201552316434481,1.0898734009816846,-0.17872667450130103,0.697963309899847
max_sharpe,0.8824299427220472,0.12474466130232065,0.12917381134160139,0.8201552316434481,1.0898734009816846,-0.17872667450130103,0.697963309899847
cluster_based,0.8824299427220472,0.12474466130232065,0.12917381134160139,0.8201552316434481,1.0898734009816846,-0.17872667450130103,0.697963309899847
